"REF_DATE","GEO","DGUID","Level of study","Type of debt source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835690","3.2.2.3","23500","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835691","3.2.2.4","","x","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835692","3.2.2.5","18900","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835693","3.2.3.1","26","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835694","3.2.3.2","","..","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835695","3.2.3.3","7700","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835696","3.2.3.4","30","E","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835697","3.2.3.5","6700","","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835698","3.3.1.1","65","","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835699","3.3.1.2","71","","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835700","3.3.1.3","26100","","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835701","3.3.1.4","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835702","3.3.1.5","23000","","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835703","3.3.2.1","65","","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835704","3.3.2.2","47","E","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835705","3.3.2.3","24800","","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835706","3.3.2.4","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835707","3.3.2.5","23000","","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835708","3.3.3.1","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835709","3.3.3.2","","..","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835710","3.3.3.3","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835711","3.3.3.4","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835712","3.3.3.5","","..","","","0"
